Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SaleCondition,SalePrice
465,20,RL,60.0,8430,Reg,Inside,CollgCr,1Fam,1Story,5,5,1978,1978,Gable,HdBoard,HdBoard,BrkFace,136.0,TA,CBlock,Gd,No,Rec,616,Unf,424,1040,TA,1040,0,1040,0,2,0,3,TA,5,0,Missing,Attchd,1980.0,Unf,0,0,0,0,0,8,2009,Normal,124000
466,120,RM,69.0,3072,Reg,Inside,Blmngtn,TwnhsE,1Story,7,5,2004,2004,Hip,VinylSd,VinylSd,BrkFace,18.0,Gd,PConc,Gd,No,Unf,0,Unf,1375,1375,Ex,1414,0,1414,0,2,0,2,Gd,6,1,TA,Attchd,2004.0,Fin,2,398,144,20,0,5,2006,Normal,178740
467,20,RL,85.0,10628,Reg,Inside,NAmes,1Fam,1Story,7,5,1970,1970,Flat,Plywood,Plywood,None,0.0,TA,CBlock,TA,Gd,GLQ,778,Unf,499,1277,TA,1277,0,1277,1,1,0,2,TA,5,1,Po,Attchd,1970.0,Unf,2,526,0,0,0,4,2007,Normal,167000
468,70,RL,79.0,9480,Reg,Inside,NAmes,1Fam,2Story,5,7,1942,1995,Gable,MetalSd,MetalSd,Stone,224.0,TA,CBlock,TA,No,LwQ,386,Unf,342,728,Ex,888,756,1644,0,1,1,3,Gd,7,2,Gd,Attchd,1942.0,Unf,1,312,168,0,0,6,2007,Normal,146500
469,20,RL,98.0,11428,IR1,Inside,NridgHt,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,Stone,248.0,Gd,PConc,Gd,No,Unf,0,Unf,1626,1626,Ex,1634,0,1634,0,2,0,3,Gd,7,1,Gd,Attchd,2006.0,RFn,3,866,0,44,0,5,2007,Normal,250000
470,60,RL,76.0,9291,IR1,Corner,SawyerW,1Fam,2Story,6,5,1993,1993,Gable,HdBoard,HdBoard,BrkFace,120.0,Gd,PConc,Gd,No,GLQ,426,Unf,406,832,Ex,832,878,1710,0,2,1,3,Gd,7,0,Missing,Attchd,1993.0,RFn,2,506,144,70,0,6,2008,Normal,187000
471,120,RL,69.0,6820,IR1,Corner,StoneBr,TwnhsE,1Story,8,5,1985,1985,Gable,HdBoard,HdBoard,None,0.0,Gd,PConc,Gd,Av,GLQ,368,BLQ,0,1488,TA,1502,0,1502,1,1,1,1,Gd,4,0,Missing,Attchd,1985.0,RFn,2,528,0,54,0,6,2010,Normal,212000
472,60,RL,92.0,11952,Reg,Inside,NWAmes,1Fam,2Story,7,6,1977,1977,Mansard,WdShing,Plywood,None,0.0,TA,CBlock,Gd,No,Unf,0,Unf,808,808,TA,1161,808,1969,0,2,1,3,TA,8,1,Gd,Attchd,1977.0,RFn,2,534,0,0,0,11,2007,Normal,190000
473,180,RM,35.0,3675,Reg,Inside,Edwards,TwnhsE,SLvl,6,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,80.0,TA,PConc,Gd,Gd,GLQ,459,Unf,88,547,Ex,1072,0,1072,1,1,0,2,TA,5,0,Missing,Basment,2005.0,RFn,2,525,0,28,0,6,2008,Normal,148000
474,20,RL,110.0,14977,IR1,Inside,NridgHt,1Fam,1Story,8,5,2006,2007,Gable,VinylSd,VinylSd,BrkFace,304.0,Gd,PConc,Ex,Gd,GLQ,1350,Unf,626,1976,Ex,1976,0,1976,1,2,0,2,Gd,7,1,Ex,Attchd,2006.0,RFn,3,908,250,63,0,7,2007,Partial,440000
475,120,RL,41.0,5330,Reg,Inside,StoneBr,TwnhsE,1Story,8,5,2000,2000,Gable,CemntBd,CmentBd,None,0.0,Gd,PConc,Gd,Av,GLQ,1196,Unf,298,1494,Ex,1652,0,1652,1,2,0,2,Ex,6,0,Missing,Attchd,2000.0,RFn,2,499,96,48,0,8,2007,Normal,251000
476,20,RL,80.0,8480,Reg,Corner,Sawyer,1Fam,1Story,5,6,1963,1963,Hip,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,No,GLQ,630,Unf,340,970,TA,970,0,970,1,1,0,2,TA,5,0,Missing,Detchd,1996.0,Unf,2,624,0,24,0,7,2007,Normal,132500
477,20,RL,75.0,13125,Reg,Inside,CollgCr,1Fam,1Story,6,5,1997,1998,Gable,VinylSd,VinylSd,BrkFace,215.0,TA,PConc,Gd,Gd,GLQ,994,Unf,484,1478,Ex,1493,0,1493,1,2,0,3,Gd,7,1,TA,Attchd,1997.0,Fin,2,508,140,39,0,4,2008,Normal,208900
478,60,RL,105.0,13693,Reg,Inside,NridgHt,1Fam,2Story,9,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,772.0,Ex,PConc,Gd,Av,Unf,0,Unf,2153,2153,Ex,2069,574,2643,0,2,1,3,Ex,9,1,Gd,BuiltIn,2006.0,Fin,3,694,414,84,0,3,2007,Normal,380000
479,20,RL,79.0,10637,Reg,Inside,CollgCr,1Fam,1Story,8,5,2007,2008,Hip,VinylSd,VinylSd,Stone,336.0,Gd,PConc,Ex,Gd,GLQ,1288,Unf,417,1705,Ex,1718,0,1718,1,2,0,3,Gd,7,1,Gd,Attchd,2007.0,RFn,3,826,208,44,0,9,2009,Normal,297000
480,30,RM,50.0,5925,Reg,Inside,OldTown,1Fam,1Story,4,7,1937,2000,Hip,Stucco,Stucco,BrkCmn,435.0,TA,BrkTil,Fa,No,Rec,168,Unf,739,907,TA,1131,0,1131,0,1,0,2,TA,7,0,Missing,Detchd,1995.0,Unf,2,672,0,72,0,3,2007,Alloca,89471
481,20,RL,98.0,16033,IR1,FR2,NridgHt,1Fam,1Story,9,5,2004,2005,Hip,VinylSd,VinylSd,BrkFace,378.0,Gd,PConc,Ex,Gd,GLQ,1261,Unf,572,1833,Ex,1850,0,1850,1,2,0,3,Gd,8,1,Gd,Attchd,2004.0,Fin,3,772,519,112,0,3,2006,Normal,326000
482,20,RL,72.0,11846,IR1,Inside,NridgHt,1Fam,1Story,9,5,2003,2004,Hip,VinylSd,VinylSd,BrkFace,562.0,Gd,PConc,Ex,Gd,GLQ,1567,Unf,225,1792,Ex,1792,0,1792,1,2,0,2,Ex,6,1,Gd,Attchd,2003.0,Fin,3,874,206,49,0,8,2006,Normal,374000
483,70,RM,50.0,2500,Reg,Corner,OldTown,1Fam,2Story,7,8,1915,2005,Gable,Stucco,Stucco,None,0.0,Gd,PConc,TA,No,ALQ,299,Unf,611,910,Ex,916,910,1826,1,1,1,4,Ex,7,1,Gd,Attchd,1915.0,Unf,1,164,0,0,0,6,2009,Normal,155000
484,120,RM,32.0,4500,Reg,FR2,Mitchel,Twnhs,1Story,6,5,1998,1998,Hip,VinylSd,VinylSd,BrkFace,116.0,TA,PConc,Ex,No,GLQ,897,Unf,319,1216,Ex,1216,0,1216,1,2,0,2,TA,5,0,Missing,Attchd,1998.0,Unf,2,402,0,125,0,5,2006,Normal,164000
485,20,RL,69.0,7758,IR1,Corner,Sawyer,1Fam,1Story,5,7,1962,2001,Gable,HdBoard,Plywood,None,0.0,TA,CBlock,TA,No,ALQ,588,Unf,411,999,Gd,999,0,999,1,1,0,3,Gd,6,0,Missing,Detchd,1963.0,Unf,1,264,0,132,0,3,2007,Normal,132500
486,20,RL,80.0,9600,Reg,Inside,NAmes,1Fam,1Story,5,7,1950,2007,Gable,MetalSd,MetalSd,None,0.0,Gd,CBlock,TA,No,ALQ,607,Unf,506,1113,Gd,1113,0,1113,0,1,0,3,Gd,5,1,Gd,Attchd,1950.0,Unf,1,264,0,80,120,7,2009,Normal,147000
487,20,RL,79.0,10289,Reg,Inside,NAmes,1Fam,1Story,5,7,1965,1965,Hip,MetalSd,MetalSd,BrkFace,168.0,TA,CBlock,TA,No,ALQ,836,Unf,237,1073,TA,1073,0,1073,1,1,1,3,TA,6,0,Missing,Attchd,1965.0,RFn,2,515,0,0,0,6,2007,Normal,156000
488,20,RL,70.0,12243,IR1,Inside,NWAmes,1Fam,1Story,5,6,1971,1971,Gable,Plywood,Plywood,None,0.0,TA,CBlock,Gd,Av,ALQ,998,Unf,486,1484,Gd,1484,0,1484,0,2,0,3,TA,7,1,TA,Attchd,1971.0,Unf,2,487,224,0,0,2,2007,Normal,175000
489,190,RL,60.0,10800,Reg,Corner,OldTown,2fmCon,1.5Fin,5,4,1900,1970,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,BLQ,664,Unf,290,954,TA,1766,648,2414,0,2,0,3,TA,10,1,Gd,Attchd,1970.0,Unf,2,520,142,0,0,5,2006,Normal,160000
490,180,RM,21.0,1526,Reg,Inside,MeadowV,Twnhs,SFoyer,4,8,1970,2002,Gable,CemntBd,CmentBd,None,0.0,TA,CBlock,Gd,Av,GLQ,515,Unf,115,630,TA,630,0,630,1,1,0,1,Gd,3,0,Missing,Attchd,1970.0,Unf,1,286,0,0,0,5,2009,Normal,86000
491,160,RM,69.0,2665,Reg,Inside,MeadowV,TwnhsE,2Story,5,6,1976,1976,Gable,CemntBd,CmentBd,None,0.0,TA,PConc,Gd,Mn,Unf,0,Unf,264,264,TA,616,688,1304,0,1,1,3,TA,4,1,Gd,BuiltIn,1976.0,Fin,1,336,141,24,0,6,2008,Normal,115000
492,50,RL,79.0,9490,Reg,Inside,NAmes,1Fam,1.5Fin,6,7,1941,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,BLQ,403,Rec,238,806,TA,958,620,1578,1,1,0,3,Fa,5,2,TA,Attchd,1941.0,Unf,1,240,0,0,32,8,2006,Normal,133000
493,60,RL,105.0,15578,IR1,Corner,Gilbert,1Fam,2Story,6,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0,Unf,728,728,Gd,728,728,1456,0,2,1,3,TA,8,0,Missing,Attchd,2006.0,RFn,2,429,0,0,0,5,2006,Partial,172785
494,20,RL,70.0,7931,Reg,Inside,NAmes,1Fam,1Story,5,6,1960,1960,Gable,BrkFace,Wd Sdng,None,0.0,TA,CBlock,TA,No,BLQ,374,LwQ,363,1269,TA,1269,0,1269,0,1,1,3,TA,6,1,Fa,Detchd,1964.0,Unf,1,308,0,0,0,6,2008,Normal,155000
495,30,RM,50.0,5784,Reg,Inside,OldTown,1Fam,1Story,5,8,1938,1996,Gable,MetalSd,MetalSd,None,0.0,TA,BrkTil,Fa,No,Unf,0,Unf,190,190,Gd,886,0,886,0,1,0,2,TA,4,0,Missing,Attchd,1938.0,Unf,1,273,144,20,80,12,2009,Normal,91300
496,30,C (all),60.0,7879,Reg,Inside,IDOTRR,1Fam,1Story,4,5,1920,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,Rec,495,Unf,225,720,TA,720,0,720,0,1,0,2,TA,4,0,Missing,Attchd,1980.0,Unf,0,0,0,523,115,11,2009,Abnorml,34900
497,20,RL,69.0,12692,IR1,Inside,NoRidge,1Fam,1Story,8,5,1992,1993,Hip,BrkFace,BrkFace,None,0.0,Gd,PConc,Gd,No,GLQ,1231,Unf,1969,3200,Ex,3228,0,3228,1,3,0,4,Gd,10,1,Gd,Attchd,1992.0,RFn,2,546,264,75,291,5,2007,Normal,430000
498,50,RL,60.0,9120,Reg,Inside,BrkSide,1Fam,1.5Fin,7,6,1925,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,PConc,TA,No,Rec,329,Unf,697,1026,Ex,1133,687,1820,1,2,0,4,TA,8,0,Missing,Detchd,1925.0,Unf,1,240,0,100,0,6,2008,Normal,184000
499,20,RL,65.0,7800,Reg,Inside,Sawyer,1Fam,1Story,5,7,1967,2004,Hip,HdBoard,HdBoard,BrkFace,89.0,TA,PConc,TA,No,ALQ,450,Unf,414,864,Ex,899,0,899,0,1,0,3,Gd,5,0,Missing,Attchd,1967.0,Fin,1,288,64,0,0,6,2009,Normal,130000
500,20,RL,70.0,7535,IR1,Inside,NAmes,1Fam,1Story,5,7,1958,1985,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,BLQ,111,LwQ,522,912,Fa,912,0,912,0,1,0,2,TA,5,0,Missing,Attchd,1958.0,Fin,1,297,12,285,0,6,2007,Normal,120000
501,160,RM,21.0,1890,Reg,Inside,BrDale,Twnhs,2Story,6,5,1973,1973,Gable,HdBoard,HdBoard,BrkFace,285.0,TA,CBlock,TA,No,BLQ,356,Unf,316,672,TA,672,546,1218,0,1,1,3,TA,7,0,Missing,Detchd,1973.0,Unf,1,264,144,28,0,5,2007,Normal,113000
502,60,FV,75.0,9803,Reg,Inside,Somerst,1Fam,2Story,7,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,GLQ,400,Unf,466,866,Gd,866,902,1768,0,2,1,3,Gd,7,0,Missing,Attchd,2005.0,RFn,2,603,0,108,0,2,2008,Normal,226700
503,20,RL,70.0,9170,Reg,Corner,Edwards,1Fam,1Story,5,7,1965,1965,Hip,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,ALQ,698,GLQ,420,1214,Ex,1214,0,1214,1,1,0,2,TA,6,0,Missing,Detchd,1965.0,Unf,2,461,0,0,184,4,2007,Normal,140000
504,20,RL,100.0,15602,IR1,Inside,Crawfor,1Fam,1Story,7,8,1959,1997,Gable,BrkFace,Wd Sdng,None,0.0,TA,CBlock,TA,No,ALQ,1247,Unf,254,1501,TA,1801,0,1801,1,2,0,1,TA,6,2,TA,Attchd,1959.0,Fin,2,484,0,54,0,3,2010,Normal,289000
505,160,RL,24.0,2308,Reg,Inside,NPkVill,TwnhsE,2Story,6,5,1974,1974,Gable,Plywood,Brk Cmn,None,0.0,TA,CBlock,TA,No,ALQ,257,Rec,103,855,TA,855,467,1322,0,2,1,3,TA,6,1,Fa,Attchd,1974.0,Unf,2,440,260,0,0,6,2009,Normal,147000
506,90,RM,60.0,7596,Reg,Inside,OldTown,Duplex,2Story,5,5,1952,1952,Hip,Wd Sdng,Wd Sdng,BrkFace,360.0,TA,CBlock,TA,No,Unf,0,Unf,960,960,Gd,960,1000,1960,0,2,0,4,TA,10,0,Missing,Detchd,1952.0,Unf,2,400,0,0,0,7,2009,Normal,124500
507,60,RL,80.0,9554,IR1,Inside,SawyerW,1Fam,2Story,8,5,1993,1994,Gable,VinylSd,VinylSd,BrkFace,125.0,Gd,PConc,Gd,No,GLQ,380,Unf,397,777,Ex,1065,846,1911,0,2,1,3,Gd,8,1,TA,Attchd,1993.0,RFn,2,471,182,81,0,9,2006,Normal,215000
508,20,FV,75.0,7862,IR1,Inside,Somerst,1Fam,1Story,6,5,2009,2009,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,GLQ,27,Unf,1191,1218,Ex,1218,0,1218,0,2,0,2,Gd,4,0,Missing,Attchd,2009.0,Fin,2,676,0,102,0,9,2009,Partial,208300
509,70,RM,60.0,9600,Reg,Inside,OldTown,1Fam,2Story,7,9,1928,2005,Gambrel,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,No,Rec,141,Unf,548,689,Ex,689,689,1378,0,2,0,3,Gd,7,1,Gd,Detchd,1928.0,Unf,2,360,0,0,116,10,2008,Normal,161000
510,20,RL,80.0,9600,Reg,Corner,NAmes,1Fam,1Story,5,6,1959,1959,Gable,MetalSd,MetalSd,BrkFace,132.0,TA,CBlock,TA,No,ALQ,991,Unf,50,1041,Ex,1041,0,1041,1,1,0,3,TA,6,0,Missing,Attchd,1959.0,RFn,1,270,224,88,0,7,2009,Normal,124500
511,20,RL,75.0,14559,Reg,Inside,NAmes,1Fam,1Story,5,7,1951,2000,Hip,Wd Sdng,Wd Sdng,BrkCmn,70.0,Gd,CBlock,TA,No,BLQ,650,Rec,178,1008,Ex,1363,0,1363,1,1,0,2,TA,6,2,TA,CarPort,1951.0,Unf,1,288,324,42,0,6,2009,Normal,164900
512,120,RL,40.0,6792,IR1,Inside,NridgHt,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,Stone,94.0,Gd,PConc,Gd,No,Unf,0,Unf,1368,1368,Ex,1368,0,1368,0,2,0,2,Gd,6,1,Gd,Attchd,2005.0,RFn,2,474,132,35,0,3,2006,Partial,202665
513,20,RL,70.0,9100,Reg,Corner,NAmes,1Fam,1Story,5,5,1958,1958,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,BLQ,521,LwQ,169,864,TA,864,0,864,1,1,0,3,TA,5,0,Missing,Detchd,1964.0,Unf,2,624,0,0,0,7,2006,Normal,129900
514,20,RL,71.0,9187,Reg,Corner,Mitchel,1Fam,1Story,6,5,1983,1983,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,TA,No,ALQ,336,Unf,748,1084,TA,1080,0,1080,0,1,1,3,TA,5,0,Missing,Attchd,1983.0,Unf,2,484,120,0,158,6,2007,Normal,134000
515,45,RL,55.0,10594,Reg,Inside,Crawfor,1Fam,1.5Unf,5,5,1926,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,Unf,0,Unf,768,768,Fa,789,0,789,0,1,0,2,TA,5,0,Missing,Detchd,1926.0,Unf,1,200,0,0,112,6,2007,Normal,96500
516,20,RL,94.0,12220,Reg,Inside,NridgHt,1Fam,1Story,10,5,2009,2009,Hip,CemntBd,CmentBd,BrkFace,305.0,Ex,CBlock,Ex,No,GLQ,1436,Unf,570,2006,Ex,2020,0,2020,1,2,1,3,Ex,9,1,Gd,Attchd,2009.0,Fin,3,900,156,54,0,9,2009,Partial,402861
517,80,RL,69.0,10448,IR1,Corner,NWAmes,1Fam,SLvl,6,6,1972,1972,Gable,HdBoard,HdBoard,BrkFace,333.0,TA,CBlock,TA,No,Unf,0,Unf,689,689,TA,1378,741,2119,0,2,1,3,TA,7,1,TA,Attchd,1972.0,RFn,2,583,0,104,0,8,2009,Abnorml,158000
518,60,RL,79.0,10208,IR1,Inside,NoRidge,1Fam,2Story,7,5,1996,1997,Gable,VinylSd,VinylSd,BrkFace,921.0,Gd,PConc,Gd,No,Unf,0,Unf,1264,1264,Ex,1277,1067,2344,0,2,1,3,Gd,7,1,TA,Attchd,1996.0,RFn,3,889,220,0,0,7,2009,Normal,265000
519,60,RL,69.0,9531,IR1,CulDSac,CollgCr,1Fam,2Story,6,5,1998,1998,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,Mn,GLQ,706,Unf,88,794,Ex,882,914,1796,1,2,1,3,TA,7,0,Missing,Attchd,1998.0,RFn,2,546,0,36,0,5,2007,Normal,211000
520,70,RL,53.0,10918,Reg,Inside,Crawfor,1Fam,2Story,7,9,1926,2004,Gambrel,MetalSd,MetalSd,None,0.0,Gd,BrkTil,Gd,No,Unf,0,Unf,1276,1276,Ex,1276,804,2080,0,1,1,3,Gd,9,2,Gd,Detchd,1926.0,Unf,1,282,0,0,0,6,2009,Normal,234000
521,190,RL,60.0,10800,Reg,Inside,OldTown,2fmCon,2Story,4,7,1900,2000,Gable,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,No,Unf,0,Unf,0,0,TA,694,600,1294,0,2,0,3,TA,7,0,Missing,Attchd,1980.0,Unf,0,0,220,114,210,8,2008,Normal,106250
522,20,RL,90.0,11988,IR1,Corner,NAmes,1Fam,1Story,6,6,1957,1957,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,Rec,777,Unf,467,1244,Ex,1244,0,1244,0,1,1,3,TA,6,2,Gd,Attchd,1957.0,Unf,1,336,0,40,0,5,2007,Normal,150000
523,50,RM,50.0,5000,Reg,Corner,BrkSide,1Fam,1.5Fin,6,7,1947,1950,Gable,CemntBd,CmentBd,None,0.0,TA,CBlock,TA,No,ALQ,399,Unf,605,1004,Ex,1004,660,1664,0,2,0,3,TA,7,2,Gd,Detchd,1950.0,Unf,2,420,0,24,36,10,2006,Normal,159000
524,60,RL,130.0,40094,IR1,Inside,Edwards,1Fam,2Story,10,5,2007,2008,Hip,CemntBd,CmentBd,Stone,762.0,Ex,PConc,Ex,Gd,GLQ,2260,Unf,878,3138,Ex,3138,1538,4676,1,3,1,3,Ex,11,1,Gd,BuiltIn,2007.0,Fin,3,884,208,406,0,10,2007,Partial,184750
525,60,RL,95.0,11787,IR1,Inside,NoRidge,1Fam,2Story,7,5,1996,1997,Gable,VinylSd,VinylSd,BrkFace,594.0,Gd,PConc,Gd,No,GLQ,719,Unf,660,1379,Ex,1383,1015,2398,1,2,1,3,Gd,8,1,TA,Attchd,1996.0,Fin,3,834,239,60,0,8,2007,Normal,315750
526,20,FV,62.0,7500,Reg,Inside,Somerst,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0,Unf,1257,1257,Ex,1266,0,1266,0,2,0,3,Gd,6,1,TA,Attchd,2005.0,Unf,2,453,38,144,0,4,2006,Normal,176000
527,20,RL,70.0,13300,Reg,Inside,NAmes,1Fam,1Story,5,7,1956,2000,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,Gd,No,Rec,377,Unf,551,928,TA,928,0,928,0,1,0,2,TA,4,0,Missing,Attchd,1956.0,Unf,1,252,261,0,156,6,2007,Normal,132000
528,60,RL,67.0,14948,IR1,Inside,NridgHt,1Fam,2Story,9,5,2008,2008,Hip,VinylSd,VinylSd,Stone,268.0,Ex,PConc,Ex,Av,GLQ,1330,Unf,122,1452,Ex,1476,1237,2713,1,2,1,3,Ex,11,1,Gd,Attchd,2008.0,Fin,3,858,126,66,0,11,2008,Partial,446261
529,30,RL,58.0,9098,IR1,Inside,Edwards,1Fam,1Story,4,7,1920,2002,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,Mn,ALQ,348,Unf,180,528,Ex,605,0,605,1,1,0,2,TA,5,0,Missing,Attchd,1980.0,Unf,0,0,0,0,144,7,2007,Normal,86000
530,20,RL,69.0,32668,IR1,CulDSac,Crawfor,1Fam,1Story,6,3,1957,1975,Hip,Wd Sdng,Stone,None,0.0,Gd,PConc,TA,No,Rec,1219,Unf,816,2035,TA,2515,0,2515,1,3,0,4,TA,9,2,TA,Attchd,1975.0,RFn,2,484,0,0,200,3,2007,Alloca,200624
531,80,RL,85.0,10200,Reg,Inside,Timber,1Fam,SLvl,6,5,1988,1989,Gable,HdBoard,HdBoard,BrkFace,219.0,Gd,CBlock,Gd,Av,GLQ,783,Unf,678,1461,Ex,1509,0,1509,1,2,0,3,Gd,5,1,Fa,Attchd,1988.0,RFn,2,600,224,0,0,8,2008,Abnorml,175000
532,70,RM,60.0,6155,IR1,FR3,BrkSide,1Fam,2Story,6,8,1920,1999,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,Fa,Mn,Unf,0,Unf,611,611,Ex,751,611,1362,0,2,0,3,TA,6,0,Missing,Detchd,1920.0,Fin,2,502,0,0,84,6,2008,Normal,128000
533,20,RL,60.0,7200,Reg,Inside,NAmes,1Fam,1Story,5,7,1955,2007,Gable,VinylSd,VinylSd,None,0.0,TA,Slab,TA,No,Unf,0,Unf,0,0,Ex,827,0,827,0,1,0,2,TA,5,1,Po,Detchd,1967.0,Unf,1,392,0,0,0,4,2010,Normal,107500
534,20,RL,50.0,5000,Reg,Inside,BrkSide,1Fam,1Story,1,3,1946,1950,Gable,VinylSd,VinylSd,None,0.0,Fa,Slab,TA,No,Unf,0,Unf,0,0,Fa,334,0,334,0,1,0,1,Fa,2,0,Missing,Attchd,1980.0,Unf,0,0,0,0,0,1,2007,Normal,39300
535,60,RL,74.0,9056,IR1,Inside,Gilbert,1Fam,2Story,8,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Ex,Av,Unf,0,Unf,707,707,Ex,707,707,1414,0,2,1,3,Gd,6,1,Gd,Attchd,2004.0,Fin,2,403,100,35,0,10,2006,Normal,178000
536,190,RL,70.0,7000,Reg,Inside,Edwards,2fmCon,2Story,5,7,1910,1991,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,Gd,Gd,GLQ,969,Unf,148,1117,TA,820,527,1347,1,1,0,3,TA,5,0,Missing,Attchd,1980.0,Unf,0,0,85,0,148,1,2008,Normal,107500
537,60,RL,57.0,8924,IR1,CulDSac,CollgCr,1Fam,2Story,7,5,1998,1999,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,Av,Unf,0,Unf,880,880,Ex,880,844,1724,0,2,1,3,Gd,8,0,Missing,Attchd,1998.0,Fin,2,527,120,155,0,7,2008,Normal,188000
538,20,RL,69.0,12735,IR1,FR2,NAmes,1Fam,1Story,4,5,1972,1972,Hip,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,BLQ,600,Unf,264,864,TA,864,0,864,0,1,0,3,TA,5,0,Missing,Detchd,1980.0,Unf,2,576,216,0,0,4,2008,Normal,111250
539,20,RL,69.0,11553,IR1,Inside,Sawyer,1Fam,1Story,5,5,1968,1968,Hip,Plywood,Plywood,BrkFace,188.0,TA,CBlock,TA,No,BLQ,673,Unf,378,1051,TA,1159,0,1159,0,1,1,3,TA,7,1,Fa,Attchd,1968.0,Unf,1,336,466,0,0,7,2006,Normal,158000
540,20,RL,69.0,11423,Reg,Inside,CollgCr,1Fam,1Story,8,5,2001,2002,Gable,VinylSd,VinylSd,BrkFace,479.0,Gd,PConc,Gd,Av,GLQ,1358,Unf,223,1581,Ex,1601,0,1601,1,2,0,3,Gd,6,1,TA,Attchd,2001.0,RFn,2,670,180,0,0,5,2010,Normal,272000
541,20,RL,85.0,14601,Reg,Inside,Timber,1Fam,1Story,9,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,584.0,Ex,PConc,Ex,Av,GLQ,1260,Unf,578,1838,Ex,1838,0,1838,1,2,0,2,Ex,8,1,Gd,Attchd,2006.0,Fin,3,765,270,68,0,3,2009,Normal,315000
542,60,RL,69.0,11000,Reg,FR2,NoRidge,1Fam,2Story,8,5,2000,2000,Gable,VinylSd,VinylSd,BrkFace,72.0,Gd,PConc,Gd,No,Unf,0,Unf,969,969,Ex,997,1288,2285,0,2,1,4,Gd,8,1,TA,BuiltIn,2000.0,Fin,3,648,0,56,0,6,2007,Normal,248000
543,20,RL,78.0,10140,Reg,Inside,NWAmes,1Fam,1Story,7,5,1998,1999,Hip,VinylSd,VinylSd,None,0.0,Gd,PConc,Ex,No,LwQ,144,GLQ,379,1650,Ex,1680,0,1680,1,2,0,3,Gd,7,1,TA,Attchd,1998.0,Fin,2,583,78,73,0,6,2009,Normal,213250
544,120,RH,34.0,4058,Reg,Inside,NAmes,TwnhsE,SFoyer,7,5,1998,1998,Gable,MetalSd,MetalSd,BrkFace,182.0,TA,PConc,Gd,Av,GLQ,584,LwQ,0,723,Ex,767,0,767,1,1,0,1,TA,4,0,Missing,Attchd,1998.0,Fin,1,367,120,40,0,6,2007,Normal,133000
545,60,RL,58.0,17104,IR1,Inside,Gilbert,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Av,GLQ,554,Unf,100,654,Ex,664,832,1496,1,2,1,3,Gd,7,1,Gd,Attchd,2006.0,RFn,2,426,100,24,0,9,2006,Partial,179665
